Egendomstyp;Rubrik;Utropspris (kr);Startpris (kr);Utlämningsform;Försäljningsform;Försäljningsort;Försäljningsslut;Betalat belopp (kr);Vill ha frakt
Väskor;Plånbok märkt Louis Vuitton;2 000,00;1 000,00;Kan skickas, [Wellåda 1A (320x225x95)];Intern Nätauktion;Sundbyberg;2020-12-03;1500;Ja
Övrigt (Hobby & Samlarprylar);Buggdetektor;1 000,00;600,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Sundbyberg;2020-12-03;2000;Ja
Övrigt (Husgeråd & Vitvaror);Champagnekylare;600,00;600,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Sundbyberg;2020-12-03;2400;Ja
Kläder & Skor;Skor märkta Ecco i herrmodell;600,00;600,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Sundbyberg;2020-12-03;700;Ja
Kläder & Skor;Vinterjacka märkt Sail Racing;800,00;600,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Sundbyberg;2020-12-03;3200;Ja
Kläder & Skor;Tröja märkt Hugo Boss;600,00;600,00;Kan skickas, [Vadderad påse A (340x470)];Intern Nätauktion;Sundbyberg;2020-12-03;700;Ja
Kläder & Skor;Jacka märkt Hugo Boss;1 000,00;600,00;Kan skickas, [Wellåda 1A (320x225x95)];Intern Nätauktion;Sundbyberg;2020-12-03;600;Ja
Verktyg;Borrmaskin Bosch samt borrar och bits;800,00;600,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Sundbyberg;2020-12-03;750;Ja
Kläder & Skor;Kofta märkt Hugo Boss;1 000,00;600,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Sundbyberg;2020-12-03;1600;Ja
Verktyg;Borr-/Skruvdragare Makita;1 000,00;600,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Sundbyberg;2020-12-03;2100;Ja
Kläder & Skor;Jacka märkt Hugo Boss;1 000,00;600,00;Kan skickas, [Wellåda 1A (320x225x95)];Intern Nätauktion;Sundbyberg;2020-12-03;2000;Ja
Kläder & Skor;Jacka Philipp Plein;3 000,00;1 500,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Sundbyberg;2020-12-03;2200;Ja
Kläder & Skor;Skor märkta Valentino;1 800,00;900,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Sundbyberg;2020-12-03;1000;Ja
Kläder & Skor;Herrjacka märkt Jacka Burberry;6 000,00;1 500,00;Kan skickas, [Wellåda 1A (320x225x95)];Intern Nätauktion;Sundbyberg;2020-12-03;1600;Ja
Smycken;Guld halsband 18K;7 600,00;5 000,00;Kan skickas, [Vadderad påse B (340x470)];Intern Nätauktion;Sundbyberg;2020-12-03;9200;Ja
Övrigt;6st. Hermes lådor;1 000,00;600,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Sundbyberg;2020-12-03;650;Ja
Kläder & Skor;Halsduk märkt Chanel;1 000,00;600,00;Kan skickas, [Vadderad påse A (340x470)];Intern Nätauktion;Sundbyberg;2020-12-03;1500;Ja
Kläder & Skor;Halsduk märkt Acne;1 000,00;600,00;Kan skickas, [Wellåda 1A (320x225x95)];Intern Nätauktion;Sundbyberg;2020-12-03;600;Ja
Övrigt;Molton Brown flytandetvålar;1 000,00;600,00;Kan skickas, [Wellåda 1A (320x225x95)];Intern Nätauktion;Sundbyberg;2020-12-03;1200;Ja
Övrigt (Musikutrustning & Instrument);Högtalare Marshall Acton II;3 000,00;1 500,00;Kan skickas, [Wellåda 1A (320x225x95)];Intern Nätauktion;Sundbyberg;2020-12-03;1600;Ja
Övrigt;Ljusstakar och vas Skultuna;2 000,00;1 000,00;Kan skickas, [Wellåda 1A (320x225x95)];Intern Nätauktion;Sundbyberg;2020-12-03;1600;Ja
Smycken;Armband märkt Hermes;5 000,00;2 500,00;Kan skickas, [Vadderad påse A (340x470)];Intern Nätauktion;Sundbyberg;2020-12-03;6000;Ja
Kläder & Skor;Skärp märkt Gucci;1 500,00;700,00;Kan skickas, [Vadderad påse A (340x470)];Intern Nätauktion;Sundbyberg;2020-12-03;1300;Ja
Väskor;Väska märkt Chanel;30 000,00;15 000,00;Kan skickas, [Wellåda 3B (500x300x350)];Intern Nätauktion;Sundbyberg;2020-12-03;26000;Ja
Väskor;Väska märkt Chanel;30 000,00;15 000,00;Kan skickas, [Wellåda 3B (500x300x350)];Intern Nätauktion;Sundbyberg;2020-12-03;41000;Ja
Väskor;Väska märkt Louis Vuitton;18 000,00;9 000,00;Kan skickas, [Wellåda 2B (320x225x250)];Intern Nätauktion;Sundbyberg;2020-12-03;18750;Ja
Väskor;Väska märkt Burberry ;4 000,00;2 000,00;Kan skickas, [Wellåda 1A (320x225x95)];Intern Nätauktion;Sundbyberg;2020-12-03;3500;Ja
Väskor;Plånbok märkt Burberry ;1 200,00;600,00;Kan skickas, [Vadderad påse A (340x470)];Intern Nätauktion;Sundbyberg;2020-12-03;1400;Ja
Övrigt (Klockor);Herrskärp märkt Louis Vuitton ;1 000,00;600,00;Kan skickas, [Vadderad påse A (340x470)];Intern Nätauktion;Sundbyberg;2020-12-03;3700;Ja
Smycken;Pansarkedja i Sterlingsilver;1 200,00;600,00;Kan skickas, [Vadderad påse A (340x470)];Intern Nätauktion;Sundbyberg;2020-12-03;800;Ja
Kläder & Skor;Väst märkt GANT;800,00;600,00;Kan skickas, [Wellåda 1A (320x225x95)];Intern Nätauktion;Sundbyberg;2020-12-03;650;Nej
Kläder & Skor;Jacka märkt Hugo Boss;1 000,00;600,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Sundbyberg;2020-12-03;1200;Nej
Kläder & Skor;Klänning märkt Tiger of Sweden;600,00;600,00;Kan skickas, [Vadderad påse A (340x470)];Intern Nätauktion;Sundbyberg;2020-12-03;1200;Nej
Kläder & Skor;Jacka märkt Gant;800,00;600,00;Kan skickas, [Wellåda 1A (320x225x95)];Intern Nätauktion;Sundbyberg;2020-12-03;1300;Nej
Kläder & Skor;Kavaj märkt Gant;800,00;600,00;Kan skickas, [Wellåda 1A (320x225x95)];Intern Nätauktion;Sundbyberg;2020-12-03;650;Nej
Smycken;Armband och örhängen;600,00;600,00;Kan skickas, [Vadderad påse A (340x470)];Intern Nätauktion;Sundbyberg;2020-12-03;1700;Nej
Kläder & Skor;Jacka märkt Parajumpers ;1 000,00;600,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Sundbyberg;2020-12-03;2900;Nej
Antikt & Konst;Ljusstakar Orrefors;600,00;600,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-12-03;700;Nej
Antikt & Konst;Ljusstakar märkta Crystalline Sweden;600,00;600,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-12-03;600;Nej
Kläder & Skor;Barnkängor ovh barnjacka;600,00;600,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Sundbyberg;2020-12-03;1100;Nej
Antikt & Konst;Kristallkaraff med glas;600,00;600,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-12-03;700;Nej
Kläder & Skor;Jackor och barnkvaj ;1 000,00;600,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Sundbyberg;2020-12-03;600;Nej
Kläder & Skor;Lackpumps märkta Versace;600,00;600,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Sundbyberg;2020-12-03;2100;Nej
Kläder & Skor;Väst och jacka ;1 000,00;600,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Sundbyberg;2020-12-03;1300;Nej
Kläder & Skor;Jacka märkt Parajumpers;3 000,00;1 500,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Sundbyberg;2020-12-03;4200;Nej
Kläder & Skor;Jacka märkt Parajumpers;1 000,00;600,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Sundbyberg;2020-12-03;5000;Nej
Kläder & Skor;Pälsjacka märkt Hugo Boss;2 000,00;1 000,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Sundbyberg;2020-12-03;2100;Nej
Klockor;Klocka märkt Armani;600,00;600,00;Kan skickas, [Vadderad påse A (340x470)];Intern Nätauktion;Sundbyberg;2020-12-03;650;Nej
Kläder & Skor;Kofta märkt Hugo Boss;1 000,00;600,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Sundbyberg;2020-12-03;900;Nej
Kläder & Skor;Kofta märkt Busnel;1 500,00;700,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Sundbyberg;2020-12-03;1800;Nej
Smycken;Bijouterier märkta Swarovski med flera;1 000,00;600,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Sundbyberg;2020-12-03;2200;Nej
Kläder & Skor;Pumps märkta Louboutin;2 500,00;1 200,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Sundbyberg;2020-12-03;3800;Nej
Kläder & Skor;Sandaletter märkta Louis Vuitton;800,00;600,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Sundbyberg;2020-12-03;800;Nej
Kläder & Skor;Pumps märkta Louboutin;3 000,00;1 500,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Sundbyberg;2020-12-03;3100;Nej
Kläder & Skor;Espadrillos märkta Tory Burch;1 000,00;600,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-12-03;850;Nej
Kläder & Skor;Pumps märkta Karen MIllen.;600,00;600,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Sundbyberg;2020-12-03;600;Nej
Kläder & Skor;Tygskor märkta Gant;600,00;600,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Sundbyberg;2020-12-03;600;Nej
Kläder & Skor;Espadrillos märkta Chanel ;600,00;600,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Sundbyberg;2020-12-03;2100;Nej
Kläder & Skor;Skor märkta Karen Millen;600,00;600,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Sundbyberg;2020-12-03;900;Nej
Kläder & Skor;Lackpumps märkta Louboutin;1 500,00;700,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Sundbyberg;2020-12-03;5200;Nej
Kläder & Skor;Pumps märkta Louboutin;1 000,00;600,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Sundbyberg;2020-12-03;1700;Nej
Kläder & Skor;Ballerinaskor märkta Gucci;600,00;600,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Sundbyberg;2020-12-03;1100;Nej
Kläder & Skor;Jacka märkt Woolrich;600,00;600,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Sundbyberg;2020-12-03;750;Nej
Kläder & Skor;Jacka märkt Canada Goose ;1 500,00;700,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Sundbyberg;2020-12-03;3900;Nej
Smycken;Örhängen märkta Louis Vuitton;1 000,00;600,00;Kan skickas, [Vadderad påse A (340x470)];Intern Nätauktion;Sundbyberg;2020-12-03;2100;Nej
Klockor;Klockor märkta Michael Kors;1 000,00;600,00;Kan skickas, [Vadderad påse A (340x470)];Intern Nätauktion;Sundbyberg;2020-12-03;1100;Nej
Smycken;Halssmycke och örhängen märkta Tory Burch;1 000,00;600,00;Kan skickas, [Vadderad påse A (340x470)];Intern Nätauktion;Sundbyberg;2020-12-03;600;Nej
Kläder & Skor;Skor märkta Gant;600,00;600,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Sundbyberg;2020-12-03;700;Nej
Kläder & Skor;Jacka märkt Woolrich;800,00;600,00;Kan skickas, [Wellåda 1A (320x225x95)];Intern Nätauktion;Sundbyberg;2020-12-03;850;Nej
Kläder & Skor;Jacka märkt Parajumpers;1 000,00;600,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Sundbyberg;2020-12-03;750;Nej
Övrigt (Klockor);Rayban märkat Ray-Ban;800,00;600,00;Kan skickas, [Wellåda 1A (320x225x95)];Intern Nätauktion;Sundbyberg;2020-12-03;750;Ja
Övrigt;Tapet Svenskt Tenn ;1 200,00;600,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-12-03;700;Nej
Belysning;Äldre Taklampa;1 500,00;700,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-12-03;700;Nej
Kökstillbehör & Porslin;Orrefors glas Prelude ;3 000,00;1 500,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-12-03;2100;Nej
Antikt & Konst;Staty Stan Wys ;2 000,00;1 000,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-12-03;4500;Nej
Antikt & Konst;Bordslampa i silveraktigt material;600,00;600,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-12-03;700;Nej
Antikt & Konst;Serveringsvagn i teak på hjul;1 000,00;600,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-12-03;1800;Nej
Övrigt (Husgeråd & Vitvaror);Svart La Creusetgryta ;1 200,00;600,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-12-03;1600;Nej
Övrigt (Klockor);2 par manschettknappar ;1 000,00;700,00;Kan skickas, [Vadderad påse A (340x470)];Intern Nätauktion;Sundbyberg;2020-12-03;1700;Nej
Antikt & Konst;Målning, Leif Ahrle;1 000,00;600,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-12-03;600;Nej
Kläder & Skor;Dunparka märkt Sail Racing;2 000,00;1 000,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Sundbyberg;2020-12-03;4800;Nej
Kläder & Skor;Herrskor märkta Dolce Gabbana ;1 000,00;600,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Sundbyberg;2020-12-03;800;Nej
Belysning;Lampa Glamcor;2 500,00;600,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-12-03;950;Nej
Övrigt;Orrefors glas i kartong;1 000,00;600,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-12-03;600;Nej
Övrigt;Muggar och glas;1 500,00;700,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-12-03;700;Nej
Övrigt;Ljusstake Klong;1 500,00;700,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Sundbyberg;2020-12-03;1800;Nej
Väskor;Plånbok märkt Louis Vuitton.;1 500,00;700,00;Kan skickas, [Vadderad påse A (340x470)];Intern Nätauktion;Sundbyberg;2020-12-03;1600;Nej
Kläder & Skor;Skärp märkt Hermes;2 000,00;1 000,00;Kan skickas, [Vadderad påse A (340x470)];Intern Nätauktion;Sundbyberg;2020-12-03;4900;Nej
Väskor;Väska märkt Hermès;70 000,00;35 000,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-12-03;51000;Nej
Väskor;Väska märkt Sain Laurent;2 000,00;1 000,00;Kan skickas, [Wellåda 1A (320x225x95)];Intern Nätauktion;Sundbyberg;2020-12-03;4700;Nej
Väskor;Väska märkt Louis Vuitton;5 000,00;2 500,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Sundbyberg;2020-12-03;7000;Nej
Kläder & Skor;Jacka märkt Acne Studios;3 000,00;600,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Sundbyberg;2020-12-03;600;Nej
Kläder & Skor;Jacka märkt Acne Studios;3 000,00;600,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Sundbyberg;2020-12-03;1000;Nej
Kläder & Skor;Tre par jeans märkta Acne Studios;1 200,00;600,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Sundbyberg;2020-12-03;600;Nej
Kläder & Skor;Kavaj märkt Acne Studios;3 000,00;600,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Sundbyberg;2020-12-03;650;Nej
Väskor;Väska märkt Louis Vuitton;11 000,00;5 000,00;Kan skickas, [Wellåda 4A (560x330x406)];Intern Nätauktion;Sundbyberg;2020-12-03;14500;Nej
Foto & Videokameror;Kamerastativ Benro ;600,00;600,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-12-03;600;Nej
Foto & Videokameror;Kameralins Sony;8 000,00;4 000,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-12-03;4600;Nej
Övrigt (Möbler & Heminredning);Vas Iittala ;800,00;600,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-12-03;600;Nej
Kläder & Skor;1 par sneakers, märkta Björn Borg ;1 000,00;600,00;Kan skickas, [Wellåda 1A (320x225x95)];Intern Nätauktion;Sundbyberg;2020-12-03;600;Ja
Kläder & Skor;Nike Adapt BB 2.0 skor;3 200,00;1 600,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Sundbyberg;2020-12-03;1900;Nej
Stereo & Surround;2 st Sonos play 1;4 000,00;2 000,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Sundbyberg;2020-12-03;3100;Nej
Stereo & Surround;Marshall modell Stockwell ;1 000,00;600,00;Kan skickas, [Wellåda 1A (320x225x95)];Intern Nätauktion;Sundbyberg;2020-12-03;950;Nej
Stereo & Surround;Marshall stanmore högtalare;2 000,00;1 000,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Sundbyberg;2020-12-03;2200;Nej
Stereo & Surround;Sonos Connect ;2 000,00;1 000,00;Kan skickas, [Wellåda 1A (320x225x95)];Intern Nätauktion;Sundbyberg;2020-12-03;1600;Ja
Övrigt (Husgeråd & Vitvaror);Bricka och 6 underlägg Svenskt tenn;1 000,00;600,00;Kan skickas, [Wellåda 1B (320x225x95)];Intern Nätauktion;Sundbyberg;2020-12-03;850;Nej
Kökstillbehör & Porslin;Silverbestick;1 000,00;600,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Sundbyberg;2020-12-03;4800;Nej
Övrigt (Möbler & Heminredning);Brödkorg - Georg Jensen;600,00;600,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Sundbyberg;2020-12-03;600;Nej
Övrigt (Husgeråd & Vitvaror);Underlägg Svenskt Tenn & Vattenkokare;2 000,00;1 000,00;Kan skickas, [Wellåda 1A (320x225x95)];Intern Nätauktion;Sundbyberg;2020-12-03;1300;Nej
Övrigt (Husgeråd & Vitvaror);8 st champagneglas Orrefors;1 200,00;600,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-12-03;1800;Nej
Övrigt (Husgeråd & Vitvaror);Gustavsberg Berså form, fat och kanna;1 000,00;600,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Sundbyberg;2020-12-03;1300;Nej
Antikt & Konst;Oljemålning Creutz ;1 500,00;600,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-12-03;850;Nej
Antikt & Konst;Litografi;800,00;600,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-12-03;1000;Nej
Hyllor & Förvaring;Sideboard/byrå ;3 000,00;1 500,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-12-03;2200;Nej
Antikt & Konst;Orrefors lampa ;2 000,00;1 000,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-12-03;1000;Nej
Belysning;Golvlampa Svensk Tenn ;5 000,00;2 500,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-12-03;6800;Ja
Belysning;Ett par bordslampor ;1 000,00;600,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-12-03;2000;Nej
Övrigt (Möbler & Heminredning);Pall Alexandre Mareuil;2 000,00;1 000,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-12-03;2000;Nej
Bord & Stolar;2 st Y-stolar ;2 000,00;1 000,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-12-03;5200;Nej
Soffa, Fåtölj & Soffmöbler;Grå fåtölj ;3 000,00;1 500,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-12-03;2100;Nej
Antikt & Konst;Spegel ;3 000,00;1 500,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-12-03;6200;Nej
Kökstillbehör & Porslin;Iittala 4 delar  ;800,00;600,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-12-03;1000;Nej
Antikt & Konst;Svenskt Tenn ljusstake samt Skultuna Kin ljuslykta;1 500,00;700,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Sundbyberg;2020-12-03;2600;Nej
Antikt & Konst;Två vaser Svenskt Tenn;2 500,00;1 200,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-12-03;2600;Nej
Övrigt (Möbler & Heminredning);Bok Helmut Newton ;800,00;600,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Sundbyberg;2020-12-03;2700;Nej
Övrigt (Möbler & Heminredning);Svenskt Tenn krukor 2 st;600,00;600,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Sundbyberg;2020-12-03;600;Nej
Övrigt (Möbler & Heminredning);Krukor Svenskt Tenn ;1 200,00;600,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-12-03;1400;Nej
Övrigt (Möbler & Heminredning);Inredning snäckor;1 000,00;600,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-12-03;650;Nej
Övrigt (Husgeråd & Vitvaror);Kaffemaskin Bonviva;3 000,00;1 500,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-12-03;1500;Nej
Övrigt (Husgeråd & Vitvaror);Skål Orrefors ;800,00;600,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-12-03;600;Nej
Lätt lastbil;Renault Trafic 2.0 dCi;45 000,00;22 000,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-12-03;40000;Nej
Personbil;Volvo V60;50 000,00;25 000,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-12-03;53000;Nej
Personbil;Seat Leon ST;100 000,00;50 000,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-12-03;187000;Nej
Personbil;XC60 D5 AWD;180 000,00;90 000,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-12-03;245000;Nej
Personbil;HYUNDAI I20;65 000,00;32 000,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-12-03;68000;Nej
Personbil;VW Passat V6 GT Sport;60 000,00;30 000,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-12-03;47500;Nej
Personbil;Volvo V70;35 000,00;17 000,00;Ska hämtas;Intern Nätauktion;Sundbyberg;2020-12-03;20500;Nej
Övrigt;Guldmynt;14 500,00;12 000,00;Kan skickas, [Vadderad påse B (340x470)];Intern Nätauktion;Linköping;2020-12-03;25000;Nej
Varuparti & Konkurslager;Varulager Drycker;1 800,00;900,00;Ska hämtas;Intern Nätauktion;Linköping;2020-12-03;2000;Nej
Butik & Kassa;Varulager godis och chips ;6 200,00;3 100,00;Ska hämtas;Intern Nätauktion;Linköping;2020-12-03;3600;Nej
Övrigt (Husgeråd & Vitvaror);Portabel A/C INNOVA;4 000,00;2 000,00;Ska hämtas;Intern Nätauktion;Linköping;2020-12-03;2000;Nej
Butik & Kassa;Våg OHAUS Corporation;2 000,00;1 000,00;Kan skickas, [Wellåda 3B (500x300x350)];Intern Nätauktion;Linköping;2020-12-03;1500;Nej
Övrigt (Ljud & Bild);Bluetoothhögtalare Marshall ;3 000,00;1 500,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Linköping;2020-12-03;2600;Ja
Smycken;Guldkedja, 18k;53 000,00;35 000,00;Ska hämtas;Intern Nätauktion;Linköping;2020-12-03;50000;Nej
Övrigt (Möbler & Heminredning);Barskåp jordglob;1 000,00;600,00;Ska hämtas;Intern Nätauktion;Linköping;2020-12-03;3700;Nej
Kläder & Skor;Jacka märkt Hugo Boss ;1 500,00;700,00;Kan skickas, [Wellåda 2A (320x225x250)];Intern Nätauktion;Linköping;2020-12-03;700;Ja
Kläder & Skor;Jacka märkt Moncler;1 000,00;600,00;Kan skickas, [Wellåda 1A (320x225x95)];Intern Nätauktion;Linköping;2020-12-03;850;Ja
Kyl & Frys;Kylskåp Electrolux;1 000,00;600,00;Ska hämtas;Intern Nätauktion;Linköping;2020-12-03;650;Nej
Personbil;Volvo V70 ;30 000,00;15 000,00;Ska hämtas;Intern Nätauktion;Linköping;2020-12-03;50000;Nej
Personbil;Volkswagen Golf;91 200,00;45 000,00;Ska hämtas;Intern Nätauktion;Linköping;2020-12-03;118000;Nej
Personbil;Volvo V70 2.5 FT;70 000,00;35 000,00;Ska hämtas;Intern Nätauktion;Linköping;2020-12-03;74000;Nej
Personbil;VOLVO V70;17 000,00;9 000,00;Ska hämtas;Intern Nätauktion;Linköping;2020-12-03;16500;Nej
Personbil;Mercedes-Benz AMG S 65;700 000,00;350 000,00;Ska hämtas;Intern Nätauktion;Växjö;2020-12-04;770000;Nej
Personbil;Peugeot 807 ST 2,0;10 000,00;5 000,00;Ska hämtas;Intern Nätauktion;Växjö;2020-12-04;10250;Nej
Övrigt (Sport & Fritid);Pilbåge Darton USA ;600,00;600,00;Ska hämtas;Intern Nätauktion;Umeå;2020-12-07;1100;Nej
Verktyg;Borrhammare Einhell ;1 200,00;600,00;Ska hämtas;Intern Nätauktion;Umeå;2020-12-07;950;Nej
Personbil;KIA SPORTAGE 2,0 CRDI 4WD;10 000,00;5 000,00;Ska hämtas;Intern Nätauktion;Luleå;2020-12-07;14000;Nej
Trädgårdsmaskiner;Gräsklippare Husqvarna;2 500,00;600,00;Ska hämtas;Intern Nätauktion;Luleå;2020-12-07;600;Nej
Kökstillbehör & Porslin;Knivar, stekspade, bryne märkta Global;2 500,00;1 200,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Luleå;2020-12-07;2900;Ja
Verktyg;Verktygssats Kamasa ;1 000,00;600,00;Kan skickas, [Wellåda 3A (500x300x350)];Intern Nätauktion;Luleå;2020-12-07;1200;Ja
Hagelgevär;Hagelgevär Victory Arms;700,00;600,00;Ska hämtas;Intern Nätauktion;Luleå;2020-12-07;600;Nej
Motorcykel Sport;Motorcykel Triumph Street Triple;50 000,00;25 000,00;Ska hämtas;Intern Nätauktion;Luleå;2020-12-07;44000;Nej
Kulgevär;Kulgevär Carl Gustaf 96;700,00;600,00;Ska hämtas;Intern Nätauktion;Luleå;2020-12-07;600;Nej
Personbil;OPEL ASTRA 5D 1.6 ENJOY;30 000,00;15 000,00;Ska hämtas;Intern Nätauktion;Örebro;2020-12-08;18000;Nej
Övrigt;Elsparkcykel MI M365;3 000,00;1 500,00;Ska hämtas;Intern Nätauktion;Örebro;2020-12-08;2800;Nej
Husvagn;Husvagn Hobby 500 KMFE Easy ;100 000,00;50 000,00;Ska hämtas;Intern Nätauktion;Örebro;2020-12-08;81000;Nej
